value,location_id,date,province_id,autonomous_region_id,_id
5938001000.0,28079,2014,28,13,28079/2014-01-01
7429664000.0,28079,2012,28,13,28079/2012-01-01
6453000000.0,28079,2010,28,13,28079/2010-01-01
7035765000.0,28079,2013,28,13,28079/2013-01-01
4767315000.0,28079,2015,28,13,28079/2015-01-01
6347900000.0,28079,2011,28,13,28079/2011-01-01
